image,x,y,score,hit
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,0,60,2.674,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,20,60,4.341,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,40,60,4.094,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,60,60,6.368,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,80,60,6.940,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,100,60,6.595,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,120,60,4.399,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,140,60,4.306,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,0,80,3.188,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,20,80,3.691,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,40,80,95.560,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,60,80,112.926,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,80,80,6.556,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,100,80,4.680,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,120,80,4.048,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,140,80,4.011,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,0,100,2.389,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,20,100,3.341,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,40,100,60.968,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,60,100,30.770,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,80,100,3.574,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,100,100,3.698,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,120,100,3.679,0
orange_pos_clean_01/orange_pos_003154_20260511_163851_006.png,140,100,3.519,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,0,0,6.755,0
orange_pos_clean_01/orange_pos_003155_20260511_163851_352.png,20,0,4.981,0
